model,idiom,language,cluster
mSBERT,Bust a gut laughing,English,46
mSBERT,Run out of steam,English,36
mSBERT,putting on a show of strength,English,46
mSBERT,to breathe one's last,English,13
mSBERT,hold one's breath,English,47
mSBERT,wait with bated breath,English,47
mSBERT,Fertile ground,English,29
mSBERT,take a deep drag,English,38
mSBERT,inhale deeply,English,23
mSBERT,Fit to burst from eating,English,5
mSBERT,bustling with energy,English,46
mSBERT,A watched pot never boils,English,41
mSBERT,Slow burn,English,37
mSBERT,Cold-hearted,English,21
mSBERT,Throw under the bus,English,31
mSBERT,Seal one's fate,English,14
mSBERT,green around the edges,English,29
mSBERT,half-baked idea,English,48
mSBERT,green around the gills,English,29
mSBERT,wasting away,English,36
mSBERT,weathered beyond one's years,English,40
mSBERT,looks older than they are,English,1
mSBERT,Bargain,English,43
mSBERT,Haggle for a lower price,English,43
mSBERT,dripping with sweat,English,23
mSBERT,What's the damage?,English,31
mSBERT,Fair market value,English,43
mSBERT,Haggle over prices,English,43
mSBERT,Drive a hard bargain,English,43
mSBERT,Bargain hunt,English,43
mSBERT,Knocking at the door,English,1
mSBERT,On the doorstep,English,45
mSBERT,wide vocal range,English,7
mSBERT,versatile voice,English,7
mSBERT,generous to a fault,English,14
mSBERT,save face,English,0
mSBERT,honor intact,English,27
mSBERT,Handy man,English,1
mSBERT,Go-to person,English,1
mSBERT,grease the palm,English,41
mSBERT,pay under the table,English,43
mSBERT,break away from the pack,English,36
mSBERT,go rogue,English,45
mSBERT,defect from the party,English,44
mSBERT,running with the wrong crowd,English,46
mSBERT,bad company corrupts good morals,English,14
mSBERT,gang up on someone,English,46
mSBERT,form a clique against,English,44
mSBERT,conspire in a group,English,44
mSBERT,Join forces,English,44
mSBERT,Form a coalition,English,44
mSBERT,to squeeze dry,English,4
mSBERT,to grind down,English,31
mSBERT,breathing fire,English,37
mSBERT,raining fire and brimstone,English,37
mSBERT,infighting,English,44
mSBERT,factionalism,English,44
mSBERT,Forming factions,English,44
mSBERT,Clique warfare,English,44
mSBERT,deeds and documents,English,27
mSBERT,legal paperwork,English,27
mSBERT,in hordes,English,44
mSBERT,by the dozen,English,49
mSBERT,Heavy hitter,English,46
mSBERT,Big league,English,46
mSBERT,the masses,English,44
mSBERT,the common folk,English,24
mSBERT,"reverse mullet (long in front, short in back)",English,4
mSBERT,Words are cheap,English,43
mSBERT,Rites of passage,English,34
mSBERT,Sacraments,English,34
mSBERT,tenfold,English,6
mSBERT,a hundred times more,English,49
mSBERT,A web of intrigue,English,24
mSBERT,Even saints can be painted as sinners,English,34
mSBERT,"With enough intrigue, black can be made white",English,24
mSBERT,One in a million,English,49
mSBERT,Head and shoulders above the rest,English,8
mSBERT,Wonder Woman-like strength,English,1
mSBERT,A woman who juggles multiple tasks,English,30
mSBERT,Every mouth tells a different tale,English,7
mSBERT,Rumors from all quarters,English,48
mSBERT,built like a tank,English,39
mSBERT,a mountain of a man,English,24
mSBERT,A cat in gloves catches no mice,English,18
mSBERT,Dickering,English,10
mSBERT,the done thing,English,13
mSBERT,in the proper manner,English,27
mSBERT,to a sufficient degree,English,49
mSBERT,in the deep end,English,13
mSBERT,burning agony,English,23
mSBERT,nothing (as in zero or nil),English,19
mSBERT,cash in on,English,43
mSBERT,put on the brakes,English,46
mSBERT,hold your horses,English,47
mSBERT,teeth chattering,English,0
mSBERT,shivering with fear,English,23
mSBERT,leering grin,English,16
mSBERT,obscene smirk,English,48
mSBERT,To grit one's teeth in anger,English,3
mSBERT,To scowl and reprimand,English,3
mSBERT,Make hay while the sun shines,English,29
mSBERT,A stitch in time saves nine,English,40
mSBERT,cut one's teeth on something,English,0
mSBERT,to grin sheepishly,English,16
mSBERT,to flash an embarrassed smile,English,16
mSBERT,to bare one's teeth,English,0
mSBERT,to grin brazenly,English,16
mSBERT,To knock the teeth out of someone,English,46
mSBERT,To take down a peg or two,English,4
mSBERT,mouthful,English,5
mSBERT,Go to bed hungry,English,5
mSBERT,to bow and scrape,English,10
mSBERT,Toe the line,English,38
mSBERT,Knuckle under,English,10
mSBERT,On a hunger strike,English,5
mSBERT,Not touching food or water,English,5
mSBERT,Lying like a log without moving,English,19
mSBERT,"Like father, like son",English,28
mSBERT,The apple doesn't fall far from the tree,English,29
mSBERT,blazing fiercely,English,37
mSBERT,scar on the heart,English,21
mSBERT,leave a lasting impression,English,8
mSBERT,etched in one's memory,English,6
mSBERT,Make a mark,English,6
mSBERT,Leave an impression,English,8
mSBERT,Cut a dash,English,10
mSBERT,stain on one's character,English,1
mSBERT,tarnish one's reputation,English,48
mSBERT,a scar on the heart,English,21
mSBERT,emotional sting,English,21
mSBERT,Backstabber,English,10
mSBERT,Double-crosser,English,48
mSBERT,double-cross,English,48
mSBERT,You can't get blood from a stone,English,26
mSBERT,to ape someone,English,1
mSBERT,to follow blindly in footsteps,English,45
mSBERT,Career criminal,English,27
mSBERT,Old offender,English,27
mSBERT,chaos and mayhem,English,14
mSBERT,barren woman,English,19
mSBERT,childless widow,English,28
mSBERT,open-handed giver,English,32
mSBERT,Penny-pinching miser,English,48
mSBERT,Settle an old score,English,13
mSBERT,Pay back in one's own coin,English,43
mSBERT,pulling my leg,English,38
mSBERT,Gangsterism,English,44
mSBERT,the boss's boss,English,1
mSBERT,To take someone for a ride,English,45
mSBERT,charity,English,43
mSBERT,alms-giving,English,41
mSBERT,handout,English,32
mSBERT,bread and water,English,41
mSBERT,lay claim to,English,27
mSBERT,stake a claim,English,27
mSBERT,file a grievance,English,27
mSBERT,worth one's weight in gold,English,43
mSBERT,of high value,English,43
mSBERT,Against one's will,English,27
mSBERT,Under duress,English,27
mSBERT,burden of responsibility,English,27
mSBERT,sense of duty,English,27
mSBERT,Feel the urge,English,21
mSBERT,Have a hankering,English,22
mSBERT,Be in want of,English,36
mSBERT,apple-polish,English,41
mSBERT,Irresponsibly,English,14
mSBERT,Carelessly,English,48
mSBERT,Half-heartedly,English,21
mSBERT,Frozen with worry,English,23
mSBERT,Paralyzed by anxiety,English,23
mSBERT,overthinking,English,8
mSBERT,navel-gazing,English,17
mSBERT,armchair philosophizing,English,8
mSBERT,meddlesome intermediary,English,27
mSBERT,Signed one's own death warrant,English,27
mSBERT,Put oneself in bondage,English,27
mSBERT,At someone's beck and call,English,7
mSBERT,Slave to one's master,English,27
mSBERT,mover and shaker,English,10
mSBERT,powerhouse,English,6
mSBERT,To sing someone's praises,English,16
mSBERT,Every which way,English,45
mSBERT,The four corners of the earth,English,15
mSBERT,Doesn't know right from wrong,English,8
mSBERT,Has no sense of direction (figuratively),English,19
mSBERT,Clueless about distinctions,English,19
mSBERT,Lost in the fog,English,15
mSBERT,Earn one's daily bread,English,41
mSBERT,Better times are ahead,English,40
mSBERT,The dawn of a new day,English,40
mSBERT,fire in the belly,English,37
mSBERT,burning hunger,English,5
mSBERT,To make someone look a mess,English,3
mSBERT,To disfigure,English,36
mSBERT,The night is darkest before dawn (in terms of emotional burden),English,15
mSBERT,Misery loves company in the quiet night,English,15
mSBERT,the times we live in,English,40
mSBERT,buy time,English,43
mSBERT,day by day,English,40
mSBERT,To call white black,English,7
mSBERT,To twist the truth,English,48
mSBERT,To turn the tables on truth,English,8
mSBERT,auspicious hour,English,40
mSBERT,lucky moment,English,16
mSBERT,Getting by,English,45
mSBERT,Get by day to day,English,40
mSBERT,This life and the next,English,40
mSBERT,World and the beyond,English,24
mSBERT,Almighty God,English,34
mSBERT,Lord of Heaven and Earth,English,34
mSBERT,at high noon,English,15
mSBERT,Days are numbered,English,40
mSBERT,from dawn till dusk,English,15
mSBERT,daytime,English,15
mSBERT,broad daylight,English,15
mSBERT,Diary,English,6
mSBERT,Journal,English,6
mSBERT,Daily log,English,6
mSBERT,not hand over the keys,English,26
mSBERT,proud as a peacock,English,35
mSBERT,strutting one's stuff,English,4
mSBERT,by day,English,40
mSBERT,Take it day by day,English,40
mSBERT,divine,English,34
mSBERT,heavenly,English,34
mSBERT,splendid,English,16
mSBERT,I swear,English,49
mSBERT,Upon my honor,English,27
mSBERT,Open-hearted,English,16
mSBERT,Wearing one's heart on one's sleeve,English,21
mSBERT,happy at heart,English,16
mSBERT,heartwarming,English,16
mSBERT,pleasing to the eye,English,17
mSBERT,heartthrob,English,21
mSBERT,A long way to go,English,45
mSBERT,The finish line is far away,English,45
mSBERT,A poisoned chalice,English,11
mSBERT,The Almighty,English,34
mSBERT,Lord of the Universe,English,34
mSBERT,Heave a sigh,English,16
mSBERT,Let out a deep sigh,English,21
mSBERT,to wither away,English,36
mSBERT,to look pale and gaunt,English,17
mSBERT,slowcoach,English,45
mSBERT,laggard,English,10
mSBERT,dawdler,English,10
mSBERT,put two and two together,English,6
mSBERT,connect the dots,English,6
mSBERT,a word or two,English,7
mSBERT,a few words,English,7
mSBERT,give a tongue-lashing,English,0
mSBERT,have words,English,7
mSBERT,cross swords verbally,English,7
mSBERT,Big ego,English,48
mSBERT,To have words,English,7
mSBERT,To disagree,English,3
mSBERT,deaf to criticism,English,7
mSBERT,between two worlds,English,24
mSBERT,all bases covered,English,6
mSBERT,Caught between two fires,English,37
mSBERT,born under an unlucky star,English,14
mSBERT,glutton for punishment,English,5
mSBERT,wretched person,English,14
mSBERT,down-and-out,English,36
mSBERT,empathetic soul,English,21
mSBERT,shoulder to cry on,English,21
mSBERT,a couple of hours,English,40
mSBERT,two hours flat,English,40
mSBERT,Not oneself,English,26
mSBERT,high noon,English,15
mSBERT,Playing both ends against the middle,English,46
mSBERT,Double-dealer,English,43
mSBERT,with a bang,English,46
mSBERT,shiver with fear,English,23
mSBERT,heart pounding,English,23
mSBERT,Nurture a viper in one's bosom,English,18
mSBERT,Feed a snake at one's own hearth,English,5
mSBERT,Nurse a viper in one's bosom,English,18
mSBERT,Feed the hand that bites you,English,5
mSBERT,Lavish excess in rituals,English,24
mSBERT,The elite,English,24
mSBERT,The gist of the matter,English,8
mSBERT,fair as milk,English,41
mSBERT,porcelain skin,English,41
mSBERT,Don't throw the baby out with the bathwater,English,26
mSBERT,One bad apple spoils the whole bunch,English,14
mSBERT,to blend seamlessly,English,6
mSBERT,to become one with,English,28
mSBERT,Living on milk and honey,English,41
mSBERT,Suckling infant,English,23
mSBERT,Settling for second best,English,13
mSBERT,Making do with less,English,43
mSBERT,man of the world,English,1
mSBERT,worldly,English,24
mSBERT,"When elephants fight, it is the grass that suffers",English,18
mSBERT,The rich get together and the poor pay the price,English,43
mSBERT,Out of this world,English,19
mSBERT,Unheard of,English,19
mSBERT,Sit on the fence,English,4
mSBERT,fall between two stools,English,38
mSBERT,serve two masters,English,27
mSBERT,Pay homage,English,16
mSBERT,Fall on one's knees (sarcastically),English,38
mSBERT,Two-faced person,English,1
mSBERT,Look in the mirror (for self-reflection),English,8
mSBERT,patched up twice,English,10
mSBERT,second-hand repair,English,4
mSBERT,misfortune,English,14
mSBERT,Golden child,English,24
mSBERT,a bolt from the blue,English,15
mSBERT,a devastating strike,English,31
mSBERT,"You scratch my back, and I'll scratch yours",English,0
mSBERT,Mutual back-scratching,English,10
mSBERT,Despotic governance,English,27
mSBERT,A despot,English,27
mSBERT,A real villain,English,1
mSBERT,"Where there's a will, there's a way (for villains)",English,27
mSBERT,A crafty person always finds a loophole,English,1
mSBERT,Get hitched,English,45
mSBERT,Fie!,English,22
mSBERT,God forbid!,English,26
mSBERT,Away with it!,English,36
mSBERT,to dismiss lightly,English,36
mSBERT,to wave away,English,36
mSBERT,far-sighted,English,17
mSBERT,visionary,English,8
mSBERT,foresighted,English,8
mSBERT,Yuck,English,5
mSBERT,Eww,English,22
mSBERT,Shoo,English,1
mSBERT,Get lost,English,45
mSBERT,to shoo away,English,36
mSBERT,to send packing,English,4
mSBERT,Foresight,English,8
mSBERT,Visionary thinking,English,8
mSBERT,close-fisted,English,13
mSBERT,deep-rooted,English,31
mSBERT,ingrained,English,6
mSBERT,case in point,English,8
mSBERT,for instance,English,8
mSBERT,precedent,English,27
mSBERT,Undressing with one's eyes,English,17
mSBERT,Lust in one's eyes,English,17
mSBERT,To put up walls,English,4
mSBERT,To shut someone out,English,36
mSBERT,Put up walls,English,4
mSBERT,Build a wall between people,English,4
mSBERT,Back against the wall,English,44
mSBERT,Banging one's head against a brick wall,English,46
mSBERT,Bang one's head against a brick wall,English,46
mSBERT,Beat one's head against the wall,English,46
mSBERT,The walls have ears,English,7
mSBERT,Little pitchers have big ears,English,18
mSBERT,the writing on the wall,English,24
mSBERT,Opportunistic theft,English,43
mSBERT,All smiles,English,16
mSBERT,Look after,English,47
mSBERT,Take care of,English,36
mSBERT,Looks stunning,English,24
mSBERT,"Monkey see, monkey do",English,18
mSBERT,Follow suit,English,27
mSBERT,the future,English,40
mSBERT,tomorrow,English,40
mSBERT,Long time no see,English,40
mSBERT,Catch up after ages,English,40
mSBERT,Wait and see,English,47
mSBERT,Let's see what happens,English,46
mSBERT,checking out,English,6
mSBERT,scouting around,English,45
mSBERT,sizing up,English,6
mSBERT,face-to-face meeting,English,7
mSBERT,show the way,English,45
mSBERT,teach the ropes,English,4
mSBERT,I'll show you,English,49
mSBERT,to teach a lesson,English,8
mSBERT,to make someone pay,English,43
mSBERT,I'll get you,English,49
mSBERT,Payback time,English,43
mSBERT,Settle the score,English,13
mSBERT,live in luxury,English,24
mSBERT,sleep on it,English,4
mSBERT,Only the wearer knows where the shoe pinches,English,38
mSBERT,The cobbler's wife goes barefoot,English,38
mSBERT,dowry,English,28
mSBERT,bride price,English,43
mSBERT,Settle accounts,English,43
mSBERT,Square the ledger,English,6
mSBERT,heaven on earth,English,34
mSBERT,palace fit for gods,English,24
mSBERT,the ideal brother-in-law,English,28
mSBERT,loyal sibling-in-law,English,28
mSBERT,"Like husband, like wife",English,28
mSBERT,too big for one's boots,English,38
mSBERT,Clear head,English,6
mSBERT,Sound mind,English,8
mSBERT,to put up a wall,English,4
mSBERT,Bang one's head against the wall,English,46
mSBERT,Beat one's head against a brick wall,English,46
mSBERT,banging one's head against a wall,English,46
mSBERT,beating one's head against a brick wall,English,46
mSBERT,woman of ill repute,English,14
mSBERT,time and place,English,40
mSBERT,context matters,English,8
mSBERT,"Gimme, gimme!",English,22
mSBERT,Crying wolf for more,English,18
mSBERT,"The black sheep (in reverse, as the good one)",English,18
mSBERT,demons and devils,English,34
mSBERT,fiends from hell,English,34
mSBERT,daily routine,English,30
mSBERT,everyday tasks,English,30
mSBERT,born on the wrong side of the blanket,English,28
mSBERT,bigamist,English,42
mSBERT,polygamist,English,28
mSBERT,Torn between two choices,English,14
mSBERT,At one's doorstep,English,1
mSBERT,sit-in strike,English,44
mSBERT,picketing,English,44
mSBERT,Wavering between options,English,6
mSBERT,flaws and faults,English,14
mSBERT,hypercritical person,English,48
mSBERT,Ride or die friend,English,11
mSBERT,to milk someone dry,English,41
mSBERT,to bleed someone white,English,23
mSBERT,backup singer,English,1
mSBERT,sidekick,English,1
mSBERT,stocky,English,10
mSBERT,well-built,English,4
mSBERT,husky,English,18
mSBERT,authority ends at the door,English,13
mSBERT,et cetera,English,49
mSBERT,and the like,English,49
mSBERT,To take to one's heels,English,38
mSBERT,To make a dash for it,English,46
